,ts_start,ts_end,type,component,execution_time,ts_cam,ts_lidar,ts_radar,lat_cam,lat_lidar,lat_radar,is_finish,info
85,1656498053375926769,1656498053375995091,Timing,RTKLocalizationComponent::Proc,68322,0,0,0,1656498053375995091,1656498053375995091,1656498053375995091,0,
86,1656498053454358831,1656498053454494615,Timing,RTKLocalizationComponent::Proc,135784,0,0,0,1656498053454494615,1656498053454494615,1656498053454494615,0,
87,1656498053531602982,1656498053531826429,Timing,RTKLocalizationComponent::Proc,223447,0,0,0,1656498053531826429,1656498053531826429,1656498053531826429,0,
88,1656498053611499242,1656498053611591324,Timing,RTKLocalizationComponent::Proc,92082,0,0,0,1656498053611591324,1656498053611591324,1656498053611591324,0,
89,1656498053691628044,1656498053691736747,Timing,RTKLocalizationComponent::Proc,108703,0,0,0,1656498053691736747,1656498053691736747,1656498053691736747,0,
90,1656498053771512859,1656498053771585145,Timing,RTKLocalizationComponent::Proc,72286,0,0,0,1656498053771585145,1656498053771585145,1656498053771585145,0,
91,1656498053851762820,1656498053851936636,Timing,RTKLocalizationComponent::Proc,173816,0,0,0,1656498053851936636,1656498053851936636,1656498053851936636,0,
92,1656498053931804499,1656498053931961927,Timing,RTKLocalizationComponent::Proc,157428,0,0,0,1656498053931961927,1656498053931961927,1656498053931961927,0,
93,1656498054011627189,1656498054011814279,Timing,RTKLocalizationComponent::Proc,187090,0,0,0,1656498054011814279,1656498054011814279,1656498054011814279,0,
94,1656498054091431839,1656498054091511238,Timing,RTKLocalizationComponent::Proc,79399,0,0,0,1656498054091511238,1656498054091511238,1656498054091511238,0,
95,1656498054174145810,1656498054174241591,Timing,RTKLocalizationComponent::Proc,95781,0,0,0,1656498054174241591,1656498054174241591,1656498054174241591,0,
96,1656498054260766353,1656498054260870912,Timing,RTKLocalizationComponent::Proc,104559,0,0,0,1656498054260870912,1656498054260870912,1656498054260870912,0,
97,1656498054331717606,1656498054331812949,Timing,RTKLocalizationComponent::Proc,95343,0,0,0,1656498054331812949,1656498054331812949,1656498054331812949,0,
98,1656498054411448922,1656498054411642437,Timing,RTKLocalizationComponent::Proc,193515,0,0,0,1656498054411642437,1656498054411642437,1656498054411642437,0,
